Filename;     Moments
C:\Users\LAB\Documents\MATLAB\P2\etc\voice\data\voicerecognition.wav;2.0023
C:\Users\LAB\Documents\MATLAB\P2\etc\voice\data\voicerecognition.wav;2.9221
C:\Users\LAB\Documents\MATLAB\P2\etc\voice\data\voicerecognition.wav;3.7375
C:\Users\LAB\Documents\MATLAB\P2\etc\voice\data\voicerecognition.wav;4.3208
C:\Users\LAB\Documents\MATLAB\P2\etc\voice\data\voicerecognition.wav;4.6023
